Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO,6158350,1937-01-01,1937,1,1,,1.7,,-2.2,,-0.3,,18.3,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-02,1937,1,2,,5.6,,-4.4,,0.6,,17.4,,0,,8.6,,1,,9.7,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-03,1937,1,3,,1.7,,-5,,-1.7,,19.7,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-04,1937,1,4,,3.3,,-5,,-0.9,,18.9,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-05,1937,1,5,,2.8,,-5.6,,-1.4,,19.4,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-06,1937,1,6,,2.8,,-11.7,,-4.5,,22.5,,0,,0.5,,0,T,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-07,1937,1,7,,5.6,,-0.6,,2.5,,15.5,,0,,11.2,,0,,11.2,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-08,1937,1,8,,11.7,,3.9,,7.8,,10.2,,0,,11.9,,0,,11.9,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-09,1937,1,9,,3.9,,-2.2,,0.9,,17.1,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-10,1937,1,10,,-0.6,,-3.9,,-2.3,,20.3,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-11,1937,1,11,,0.6,,-6.7,,-3.1,,21.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-12,1937,1,12,,3.3,,-1.1,,1.1,,16.9,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-13,1937,1,13,,11.1,,-3.3,,3.9,,14.1,,0,,42.4,,0,,42.4,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-14,1937,1,14,,10.6,,3.3,,7,,11,,0,,7.4,,0,,7.4,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-15,1937,1,15,,1.7,,-5,,-1.7,,19.7,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-16,1937,1,16,,-1.7,,-8.9,,-5.3,,23.3,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-17,1937,1,17,,5.6,,-5,,0.3,,17.7,,0,,5.3,,0,,5.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-18,1937,1,18,,4.4,,1.7,,3.1,,14.9,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-19,1937,1,19,,-2.2,,-4.4,,-3.3,,21.3,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-20,1937,1,20,,5.6,,-7.2,,-0.8,,18.8,,0,,15.5,,0,T,15.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-21,1937,1,21,,5,,0.6,,2.8,,15.2,,0,,0,,3.3,,3.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-22,1937,1,22,,-1.7,,-3.9,,-2.8,,20.8,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-23,1937,1,23,,-2.2,,-7.2,,-4.7,,22.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-24,1937,1,24,,2.8,,-7.8,,-2.5,,20.5,,0,,15.2,,0.5,,15.7,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-25,1937,1,25,,1.1,,-1.1,,0,,18,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-26,1937,1,26,,-2.8,,-6.7,,-4.8,,22.8,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-27,1937,1,27,,-2.8,,-10.6,,-6.7,,24.7,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-28,1937,1,28,,2.2,,-5.6,,-1.7,,19.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-29,1937,1,29,,2.8,,-1.7,,0.6,,17.4,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-30,1937,1,30,,3.9,,-1.1,,1.4,,16.6,,0,,2.5,,0,T,2.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-01-31,1937,1,31,,6.7,,-1.7,,2.5,,15.5,,0,,4.6,,0,T,4.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-01,1937,2,1,,-1.7,,-5,,-3.4,,21.4,,0,,0,,0.3,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-02,1937,2,2,,-6.7,,-10,,-8.4,,26.4,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-03,1937,2,3,,-7.2,,-15,,-11.1,,29.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-04,1937,2,4,,-2.8,,-10.6,,-6.7,,24.7,,0,,0,,1,,1,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-05,1937,2,5,,-1.7,,-8.3,,-5,,23,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-06,1937,2,6,,3.3,,-5.6,,-1.2,,19.2,,0,,0,,2,,2,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-07,1937,2,7,,0,,-8.3,,-4.2,,22.2,,0,,10.7,,0,,10.7,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-08,1937,2,8,,8.3,,-6.1,,1.1,,16.9,,0,,20.6,,0,,20.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-09,1937,2,9,,1.1,,-2.8,,-0.9,,18.9,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-10,1937,2,10,,-4.4,,-7.8,,-6.1,,24.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-11,1937,2,11,,0.6,,-10,,-4.7,,22.7,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-12,1937,2,12,,8.3,,-1.7,,3.3,,14.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-13,1937,2,13,,7.8,,2.2,,5,,13,,0,,4.6,,0.5,,5.1,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-14,1937,2,14,,2.2,,-0.6,,0.8,,17.2,,0,,0,,1.3,,1.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-15,1937,2,15,,-1.1,,-4.4,,-2.8,,20.8,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-16,1937,2,16,,-1.7,,-7.2,,-4.5,,22.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-17,1937,2,17,,2.2,,-7.2,,-2.5,,20.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-18,1937,2,18,,4.4,,-1.1,,1.7,,16.3,,0,,0,T,0,,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-19,1937,2,19,,5.6,,2.8,,4.2,,13.8,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-20,1937,2,20,,6.7,,1.7,,4.2,,13.8,,0,,0,T,0,,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-21,1937,2,21,,10,,1.7,,5.9,,12.1,,0,,12.4,,0.5,,13,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-22,1937,2,22,,0.6,,-3.3,,-1.4,,19.4,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-23,1937,2,23,,0,,-5.6,,-2.8,,20.8,,0,,0,,0.8,,0.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-24,1937,2,24,,0.6,,-5.6,,-2.5,,20.5,,0,,0,,1,,1,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-25,1937,2,25,,-4.4,,-9.4,,-6.9,,24.9,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-26,1937,2,26,,2.2,,-6.7,,-2.3,,20.3,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-27,1937,2,27,,-4.4,,-8.3,,-6.4,,24.4,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-02-28,1937,2,28,,0,,-10.6,,-5.3,,23.3,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-01,1937,3,1,,3.9,,-6.1,,-1.1,,19.1,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-02,1937,3,2,,3.3,,-2.2,,0.6,,17.4,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-03,1937,3,3,,4.4,,-7.2,,-1.4,,19.4,,0,,0.5,,0,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-04,1937,3,4,,3.9,,0.6,,2.3,,15.7,,0,,7.1,,0.3,,7.4,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-05,1937,3,5,,0.6,,-1.1,,-0.3,,18.3,,0,,0,,4.3,,4.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-06,1937,3,6,,-0.6,,-4.4,,-2.5,,20.5,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-07,1937,3,7,,0,,-12.8,,-6.4,,24.4,,0,,1.8,,0,,1.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-08,1937,3,8,,5.6,,-6.1,,-0.3,,18.3,,0,,2.5,,0,T,2.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-09,1937,3,9,,-6.1,,-10.6,,-8.4,,26.4,,0,,0,,0.3,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-10,1937,3,10,,-5,,-12.2,,-8.6,,26.6,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-11,1937,3,11,,-2.2,,-9.4,,-5.8,,23.8,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-12,1937,3,12,,0,,-5.6,,-2.8,,20.8,,0,,0,,4.6,,4.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-13,1937,3,13,,-1.1,,-9.4,,-5.3,,23.3,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-14,1937,3,14,,-0.6,,-9.4,,-5,,23,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-15,1937,3,15,,0,,-5,,-2.5,,20.5,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-16,1937,3,16,,-0.6,,-6.1,,-3.4,,21.4,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-17,1937,3,17,,4.4,,-3.3,,0.6,,17.4,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-18,1937,3,18,,5,,-0.6,,2.2,,15.8,,0,,2.5,,0,,2.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1937-03-19,1937,3,19,,5.6,,-0.6,,2.5,,15.5,,0,,0,,0,,0,,,,,,,
