Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO,6158350,1846-01-14,1846,1,14,,-1.1,,-12.2,,-6.7,,24.7,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-01-15,1846,1,15,,1.7,,-7.8,,-3.1,,21.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-01-16,1846,1,16,,4.4,,-7.8,,-1.7,,19.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-01-17,1846,1,17,,0,,-11.7,,-5.9,,23.9,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-01-18,1846,1,18,,-10.6,,-18.3,,-14.5,,32.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-01-19,1846,1,19,,-6.1,,-17.2,,-11.7,,29.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-01-20,1846,1,20,,-7.8,,-14.4,,-11.1,,29.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-01-21,1846,1,21,,-3.9,,-12.2,,-8.1,,26.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-01-22,1846,1,22,,-2.2,,-17.2,,-9.7,,27.7,,0,,0,,2,,2,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-01-23,1846,1,23,,-6.7,,-18.3,,-12.5,,30.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-01-24,1846,1,24,,-5,,-14.4,,-9.7,,27.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-01-25,1846,1,25,,2.8,,-6.7,,-2,,20,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-01-26,1846,1,26,,6.7,,0,,3.4,,14.6,,0,,4.3,,0,,4.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-01-27,1846,1,27,,2.8,,-7.8,,-2.5,,20.5,,0,,2.5,,2.5,,5.1,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-01-28,1846,1,28,,0,,-8.9,,-4.5,,22.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-01-29,1846,1,29,,3.3,,0,,1.7,,16.3,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-01-30,1846,1,30,,3.3,,0.6,,2,,16,,0,,8.9,,0,,8.9,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-01-31,1846,1,31,,5.6,,-8.3,,-1.4,,19.4,,0,,5.8,,0,,5.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-01,1846,2,1,,-6.1,,-13.3,,-9.7,,27.7,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-02,1846,2,2,,-5.6,,-12.8,,-9.2,,27.2,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-03,1846,2,3,,0.6,,-5,,-2.2,,20.2,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-04,1846,2,4,,5.6,,-1.7,,2,,16,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-05,1846,2,5,,4.4,,-2.2,,1.1,,16.9,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-06,1846,2,6,,4.4,,-5,,-0.3,,18.3,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-07,1846,2,7,,3.9,,-4.4,,-0.3,,18.3,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-08,1846,2,8,,4.4,,-11.7,,-3.7,,21.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-09,1846,2,9,,-6.1,,-12.2,,-9.2,,27.2,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-10,1846,2,10,,-8.3,,-15.6,,-12,,30,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-11,1846,2,11,,-2.2,,-15,,-8.6,,26.6,,0,,0,,10.2,,10.2,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-12,1846,2,12,,-4.4,,-19.4,,-11.9,,29.9,,0,,0,,12.7,,12.7,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-13,1846,2,13,,-4.4,,-21.7,,-13.1,,31.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-14,1846,2,14,,1.7,,-10.6,,-4.5,,22.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-15,1846,2,15,,1.1,,-8.9,,-3.9,,21.9,,0,,0,,25.4,,25.4,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-16,1846,2,16,,-3.9,,-10.6,,-7.3,,25.3,,0,,0,,5.1,,5.1,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-17,1846,2,17,,-2.2,,-7.2,,-4.7,,22.7,,0,,0,,3.8,,3.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-18,1846,2,18,,-0.6,,-15.6,,-8.1,,26.1,,0,,0,,2.5,,2.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-19,1846,2,19,,-2.8,,-15,,-8.9,,26.9,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-20,1846,2,20,,-1.1,,-13.9,,-7.5,,25.5,,0,,0,,45.7,,45.7,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-21,1846,2,21,,-1.1,,-5,,-3.1,,21.1,,0,,0,,10.2,,10.2,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-22,1846,2,22,,1.1,,-10.6,,-4.8,,22.8,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-23,1846,2,23,,-2.8,,-10.6,,-6.7,,24.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-24,1846,2,24,,-2.8,,-12.2,,-7.5,,25.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-25,1846,2,25,,-6.1,,-17.8,,-12,,30,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-26,1846,2,26,,-7.8,,-24.4,,-16.1,,34.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-27,1846,2,27,,-11.7,,-26.7,,-19.2,,37.2,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-02-28,1846,2,28,,-7.8,,-27.2,,-17.5,,35.5,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-01,1846,3,1,,-6.1,,-11.7,,-8.9,,26.9,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-02,1846,3,2,,-6.1,,-12.2,,-9.2,,27.2,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-03,1846,3,3,,-2.8,,-13.3,,-8.1,,26.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-04,1846,3,4,,-1.1,,-12.8,,-7,,25,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-05,1846,3,5,,3.9,,-9.4,,-2.8,,20.8,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-06,1846,3,6,,6.7,,-2.8,,2,,16,,0,,0,,0.5,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-07,1846,3,7,,-0.6,,-12.8,,-6.7,,24.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-08,1846,3,8,,-0.6,,-11.7,,-6.2,,24.2,,0,,0,,3.8,,3.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-09,1846,3,9,,7.8,,-5,,1.4,,16.6,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-10,1846,3,10,,3.3,,-2.2,,0.6,,17.4,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-11,1846,3,11,,5,,-3.9,,0.6,,17.4,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-12,1846,3,12,,5,,-3.9,,0.6,,17.4,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-13,1846,3,13,,6.7,,0.6,,3.7,,14.3,,0,,5.8,,0,,5.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-14,1846,3,14,,7.2,,1.1,,4.2,,13.8,,0,,18,,0,,18,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-15,1846,3,15,,4.4,,-2.2,,1.1,,16.9,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-16,1846,3,16,,3.9,,-2.2,,0.9,,17.1,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-17,1846,3,17,,1.7,,-5,,-1.7,,19.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-18,1846,3,18,,2.2,,-6.7,,-2.3,,20.3,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-19,1846,3,19,,5,,-6.1,,-0.6,,18.6,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-20,1846,3,20,,10,,-2.2,,3.9,,14.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-21,1846,3,21,,8.9,,-2.8,,3.1,,14.9,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-22,1846,3,22,,3.3,,-4.4,,-0.6,,18.6,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-23,1846,3,23,,5,,-4.4,,0.3,,17.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-24,1846,3,24,,7.2,,1.1,,4.2,,13.8,,0,,2,,0,,2,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-25,1846,3,25,,5,,2.8,,3.9,,14.1,,0,,17.8,,0,,17.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-26,1846,3,26,,5.6,,1.7,,3.7,,14.3,,0,,4.8,,0,,4.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-27,1846,3,27,,8.3,,1.7,,5,,13,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-28,1846,3,28,,7.2,,1.1,,4.2,,13.8,,0,,1.5,,0,,1.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-29,1846,3,29,,5.6,,0,,2.8,,15.2,,0,,0,,0,T,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-30,1846,3,30,,4.4,,-6.7,,-1.2,,19.2,,0,,0,,1,,1,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-03-31,1846,3,31,,4.4,,-2.2,,1.1,,16.9,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-01,1846,4,1,,6.7,,-2.8,,2,,16,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-02,1846,4,2,,6.1,,-3.3,,1.4,,16.6,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-03,1846,4,3,,7.2,,-1.1,,3.1,,14.9,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-04,1846,4,4,,7.8,,-0.6,,3.6,,14.4,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-05,1846,4,5,,10,,0,,5,,13,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-06,1846,4,6,,12.2,,5,,8.6,,9.4,,0,,4.8,,0,,4.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-07,1846,4,7,,11.7,,6.1,,8.9,,9.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-08,1846,4,8,,13.3,,0.6,,7,,11,,0,,1.5,,0,,1.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-09,1846,4,9,,6.1,,-4.4,,0.9,,17.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-10,1846,4,10,,9.4,,2.2,,5.8,,12.2,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-11,1846,4,11,,6.7,,2.2,,4.5,,13.5,,0,,4.1,,0,,4.1,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-12,1846,4,12,,13.3,,-0.6,,6.4,,11.6,,0,,0,,1.3,,1.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-13,1846,4,13,,2.8,,-3.3,,-0.3,,18.3,,0,,0,,2,,2,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-14,1846,4,14,,3.9,,-2.8,,0.6,,17.4,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-15,1846,4,15,,7.2,,-1.7,,2.8,,15.2,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-16,1846,4,16,,7.8,,-4.4,,1.7,,16.3,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-17,1846,4,17,,8.3,,0.6,,4.5,,13.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-18,1846,4,18,,14.4,,4.4,,9.4,,8.6,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-19,1846,4,19,,14.4,,4.4,,9.4,,8.6,,0,,0,T,0,,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-20,1846,4,20,,13.3,,-1.7,,5.8,,12.2,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-21,1846,4,21,,17.2,,5.6,,11.4,,6.6,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-22,1846,4,22,,27.8,,5.6,,16.7,,1.3,,0,,1.5,,0,,1.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-23,1846,4,23,,11.7,,6.7,,9.2,,8.8,,0,,1.8,,0,,1.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-24,1846,4,24,,13.9,,10,,12,,6,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-25,1846,4,25,,13.9,,5,,9.5,,8.5,,0,,4.1,,0,,4.1,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-26,1846,4,26,,7.8,,5,,6.4,,11.6,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-27,1846,4,27,,12.8,,2.2,,7.5,,10.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-28,1846,4,28,,15.6,,2.8,,9.2,,8.8,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-29,1846,4,29,,16.1,,7.2,,11.7,,6.3,,0,,15.5,,0,,15.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-04-30,1846,4,30,,11.1,,8.3,,9.7,,8.3,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-01,1846,5,1,,15,,10.6,,12.8,,5.2,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-02,1846,5,2,,14.4,,10.6,,12.5,,5.5,,0,,3,,0,,3,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-03,1846,5,3,,17.2,,6.1,,11.7,,6.3,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-04,1846,5,4,,17.8,,4.4,,11.1,,6.9,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-05,1846,5,5,,20,,4.4,,12.2,,5.8,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-06,1846,5,6,,18.3,,10.6,,14.5,,3.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-07,1846,5,7,,14.4,,5,,9.7,,8.3,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-08,1846,5,8,,14.4,,8.9,,11.7,,6.3,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-09,1846,5,9,,16.7,,12.2,,14.5,,3.5,,0,,16,,0,,16,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-10,1846,5,10,,15,,12.8,,13.9,,4.1,,0,,24.1,,0,,24.1,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-11,1846,5,11,,14.4,,1.1,,7.8,,10.2,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-12,1846,5,12,,9.4,,4.4,,6.9,,11.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-13,1846,5,13,,17.8,,3.9,,10.9,,7.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-14,1846,5,14,,22.2,,12.2,,17.2,,0.8,,0,,4.6,,0,,4.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-15,1846,5,15,,21.7,,10,,15.9,,2.1,,0,,48.3,,0,,48.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-16,1846,5,16,,17.2,,7.2,,12.2,,5.8,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-17,1846,5,17,,17.8,,6.1,,12,,6,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-18,1846,5,18,,20.6,,11.1,,15.9,,2.1,,0,,0,T,0,,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-19,1846,5,19,,13.3,,1.7,,7.5,,10.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-20,1846,5,20,,13.3,,3.3,,8.3,,9.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-21,1846,5,21,,19.4,,1.1,,10.3,,7.7,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-22,1846,5,22,,11.1,,0.6,,5.9,,12.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-23,1846,5,23,,15,,6.7,,10.9,,7.1,,0,,8.9,,0,,8.9,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-24,1846,5,24,,21.7,,8.3,,15,,3,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-25,1846,5,25,,20,,10.6,,15.3,,2.7,,0,,3.6,,0,,3.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-26,1846,5,26,,23.3,,13.9,,18.6,,0,,0.6,,0,T,0,,0,T,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-27,1846,5,27,,25,,13.9,,19.5,,0,,1.5,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-28,1846,5,28,,26.7,,12.8,,19.8,,0,,1.8,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-29,1846,5,29,,23.3,,10.6,,17,,1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-30,1846,5,30,,22.2,,15,,18.6,,0,,0.6,,3,,0,,3,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-05-31,1846,5,31,,23.9,,12.2,,18.1,,0,,0.1,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-01,1846,6,1,,23.9,,13.3,,18.6,,0,,0.6,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-02,1846,6,2,,23.9,,15.6,,19.8,,0,,1.8,,4.6,,0,,4.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-03,1846,6,3,,21.1,,9.4,,15.3,,2.7,,0,,2.8,,0,,2.8,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-04,1846,6,4,,22.8,,15.6,,19.2,,0,,1.2,,6.4,,0,,6.4,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-05,1846,6,5,,21.7,,12.2,,17,,1,,0,,8.9,,0,,8.9,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-06,1846,6,6,,16.1,,6.1,,11.1,,6.9,,0,,2,,0,,2,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-07,1846,6,7,,15.6,,3.9,,9.8,,8.2,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-08,1846,6,8,,17.8,,6.1,,12,,6,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-09,1846,6,9,,20.6,,6.7,,13.7,,4.3,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-10,1846,6,10,,21.7,,7.2,,14.5,,3.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-11,1846,6,11,,24.4,,11.7,,18.1,,0,,0.1,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-12,1846,6,12,,21.7,,9.4,,15.6,,2.4,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-13,1846,6,13,,17.8,,11.1,,14.5,,3.5,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-14,1846,6,14,,19.4,,12.2,,15.8,,2.2,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-15,1846,6,15,,22.8,,13.3,,18.1,,0,,0.1,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-16,1846,6,16,,26.1,,13.9,,20,,0,,2,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-17,1846,6,17,,21.7,,10,,15.9,,2.1,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-18,1846,6,18,,25.6,,15,,20.3,,0,,2.3,,0.5,,0,,0.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-19,1846,6,19,,25.6,,16.7,,21.2,,0,,3.2,,19.6,,0,,19.6,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-20,1846,6,20,,27.2,,15,,21.1,,0,,3.1,,1.5,,0,,1.5,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-21,1846,6,21,,17.2,,10,,13.6,,4.4,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-22,1846,6,22,,14.4,,9.4,,11.9,,6.1,,0,,3,,0,,3,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-23,1846,6,23,,21.1,,10,,15.6,,2.4,,0,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-24,1846,6,24,,24.4,,13.9,,19.2,,0,,1.2,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-25,1846,6,25,,26.7,,17.2,,22,,0,,4,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-26,1846,6,26,,28.9,,17.2,,23.1,,0,,5.1,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-27,1846,6,27,,27.2,,15.6,,21.4,,0,,3.4,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-28,1846,6,28,,23.9,,15.6,,19.8,,0,,1.8,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-29,1846,6,29,,26.1,,16.7,,21.4,,0,,3.4,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-06-30,1846,6,30,,25.6,,17.2,,21.4,,0,,3.4,,0,,0,,0,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-07-01,1846,7,1,,28.3,,17.2,,22.8,,0,,4.8,,0.3,,0,,0.3,,,,,,,
-79.4,43.67,TORONTO,6158350,1846-07-02,1846,7,2,,26.1,,17.2,,21.7,,0,,3.7,,0,,0,,0,,,,,,,
